0	0.000120511
1	0.000120511
2	0.000120511
3	inf
4	0.000120511
5	0.000120511
6	inf
7	0.000120511
8	inf
9	0.000120511
10	inf
11	0.000120511
12	0.000120511
13	0.000120511
14	0.000120511
15	inf
16	0.000120511
17	0.000120511
18	0.000120511
19	inf
20	0.000120511
21	0.000120511
22	0.000120511
23	inf
24	0.000120511
25	0.000120511
26	0.000120511
27	0.000120511
28	inf
29	inf
30	inf
31	0.000120511
32	inf
33	inf
34	inf
35	inf
36	inf
37	0.000120511
38	inf
39	inf
40	0.000120511
41	0.000120511
42	0.000120511
43	0.000120511
44	0.000120511
45	0.000120511
46	0.000120511
47	0.000120511
48	0.000120511
49	inf
50	inf
51	0.000120511
52	0.000120511
53	0.000120511
54	inf
55	inf
56	inf
57	0.000120511
58	0.000120511
59	0.000120511
60	0.000120511
61	inf
62	0.000120511
63	0.000120511
64	inf
65	0.000120511
66	0.000120511
67	0.000120511
68	0.000120511
69	0.000120511
70	0.000120511
71	0.000120511
72	inf
73	0.000120511
74	0.000120511
75	inf
76	0.000120511
77	0.000120511
78	0.000120511
79	0.000120511
80	inf
81	0.000120511
82	0.000120511
83	0.000120511
84	0.000120511
85	0.000120511
86	inf
87	0.000120511
88	0.000120511
89	inf
90	0.000120511
91	0.000120511
92	0.000120511
93	inf
94	inf
95	inf
96	0.000120511
97	0.000120511
98	0.000120511
99	0.000120511
100	0.000120511
101	0.000120511
102	0.000120511
103	0.000120511
104	0.000120511
105	inf
106	0.000120511
107	0.000120511
108	inf
109	0.000120511
110	0.000120511
111	0.000120511
112	0.000120511
113	0.000120511
114	0.000120511
115	0.000120511
116	0.000120511
117	0.000120511
118	0.000120511
119	0.000120511
120	0.000120511
121	0.000120511
122	0.000120511
123	0.000120511
124	0.000120511
125	0.000120511
126	0.000120511
127	inf
128	0.000120511
129	0.000120511
130	inf
131	0.000120511
132	inf
133	0.000120511
134	0.000120511
135	inf
136	0.000120511
137	0.000120511
138	0.000120511
139	0.000120511
140	inf
141	0.000120511
142	0.000120511
143	0.000120511
144	inf
145	0.000120511
146	0.000120511
147	inf
148	0.000120511
149	0.000120511
150	inf
151	inf
152	inf
153	inf
154	inf
155	inf
156	0.000120511
157	0.000120511
158	0.000120511
159	0.000120511
160	0.000120511
161	0.000120511
162	0.000120511
163	inf
164	0.000120511
165	0.000120511
166	0.000120511
167	inf
168	inf
169	0.000120511
170	0.000120511
171	inf
172	0.000120511
173	0.000120511
174	0.000120511
175	inf
176	0.000120511
177	0.000120511
178	inf
179	0.000120511
180	0.000120511
181	0.000120511
182	inf
183	inf
184	0.000120511
185	0.000120511
186	0.000120511
187	0.000120511
188	inf
189	0.000120511
190	0.000120511
191	0.000120511
192	inf
193	0.000120511
194	0.000120511
195	0.000120511
196	0.000120511
197	0.000120511
198	0.000120511
199	0.000120511
200	0.000120511
201	0.000120511
202	0.000120511
203	0.000120511
204	inf
205	0.000120511
206	0.000120511
207	0.000120511
208	0.000120511
209	0.000120511
210	0.000120511
211	0.000120511
212	0.000120511
213	0.000120511
214	inf
215	0.000120511
216	inf
217	0.000120511
218	0.000120511
219	inf
220	0.000120511
221	0.000120511
222	inf
223	0.000120511
224	inf
225	0.000120511
226	inf
227	inf
228	inf
229	0.000120511
230	inf
231	0.000120511
232	inf
233	0.000120511
234	0.000120511
235	0.000120511
236	inf
237	0.000120511
238	0.000120511
239	0.000120511
240	0.000120511
241	0.000120511
242	0.000120511
243	inf
244	0.000120511
245	0.000120511
246	inf
247	0.000120511
248	0.000120511
249	0.000120511
250	inf
251	0.000120511
252	inf
253	0.000120511
254	0.000120511
255	inf
256	0.000120511
257	inf
258	inf
259	inf
260	0.000120511
261	inf
262	0.000120511
263	0.000120511
264	0.000120511
265	0.000120511
266	0.000120511
267	0.000120511
268	0.000120511
269	0.000120511
270	0.000120511
271	inf
272	0.000120511
273	inf
274	inf
275	0.000120511
276	0.000120511
277	0.000120511
278	0.000120511
279	0.000120511
280	inf
281	0.000120511
282	inf
283	0.000120511
284	0.000120511
285	inf
286	inf
287	0.000120511
288	0.000120511
289	0.000120511
290	inf
291	inf
292	0.000120511
293	0.000120511
294	0.000120511
295	0.000120511
296	0.000120511
297	0.000120511
298	inf
299	inf
300	inf
301	inf
302	inf
303	0.000120511
304	inf
305	0.000120511
306	inf
307	0.000120511
308	inf
309	0.000120511
